,Link,New Book Name,Budget,Gross,Opening,Author,Awards List,Book Name,Characters,Genres,Num_reviews,Other editions,Star votes,Stars,Award Count
10,http://www.imdb.com/title/tt0312528/,The Cat in the Hat,109000000,100446895,38329160.0,Dr. Seuss,"
Books I Loved Best Yearly (BILBY) Awards for Early Readers (2004, 2012) (2004)
",The Cat in the Hat (Beginner Books B-1),[The Cat in the Hat],"[Childrens, Childrens, Picture Books, Classics, Fiction, Poetry, Fantasy, Humor, Kids, Animals, Animals, Cats]",306644,96,"[147102, 83185, 56215, 14164, 5978]",4.15,2.0
11,http://www.imdb.com/title/tt1201607/,Harry Potter and the Deathly Hallows,125000000,381011219,169189427.0,J.K. Rowling,"
Locus Award Nominee for Best Young Adult Novel (2008), Mythopoeic Fantasy Award for Children's Literature (2008), Odyssey Award for Excellence in Audiobook Production Honor (2008), Books I Loved Best Yearly (BILBY) Awards for Older Readers (2008), Teen Read Award Nominee for Best All-Time-Fave (2010)
...more
Puddly Award for Fiction (2008), Andre Norton Award for Young Adult Science Fiction and Fantasy (2007), Carnegie Medal Nominee (2008)
...less ",Harry Potter and the Deathly Hallows (Harry Potter #7),"[Sirius Black, Draco Malfoy, Ron Weasley, Petunia Dursley, Vernon Dursley, Dudley Dursley, Albus Dumbledore, Severus Snape, Rubeus Hagrid, Lord Voldemort, Minerva McGonagall, Neville Longbottom, Fred Weasley, George Weasley, Percy Weasley, Ginny Weasley, Colin Creevey, Filius Flitwick, Lucius Malfoy, Pomona Sprout, Arthur Weasley, Molly Weasley, Cho Chang, Remus Lupin, Sybil Trelawney, Peter Pettigrew, Oliver Wood, Fleur Delacour, Viktor Krum, Bellatrix Lestrange, Alastor Moody, Bill Weasley, Luna Lovegood, Nymphadora Tonks, Dolores Umbridge, Dobby, Kingsley Shacklebolt, Padma Patil, Parvati Patil, Kreacher, Narcissa Malfoy, Horace Slughorn, Rufus Scrimgeour, Lavender Brown, Dean Thomas, Aberforth Dumbledore, James Potter, Lily Potter, Xenophilius Lovegood, Seamus Finnigan, Garrick Ollivander, Katie Bell, Griphook, Lily Luna Potter, James Sirius Potter, Albus Severus Potter, Teddy Lupin, Rose Weasley, Hugo Weasley, Harry Potter, Hermione Granger]","[Childrens, Science Fiction Fantasy, Young Adult, Teen, Young Adult, Young Adult Fantasy, Paranormal, Wizards, Romance]",1693863,253,"[1196971, 358976, 107944, 21200, 8772]",4.6,7.0
12,http://www.imdb.com/title/tt0363771/,The Lion,180000000,291709845,65556312.0,,,,,,,,,,
13,http://www.imdb.com/title/tt0814255/,The Lightning Thief,95000000,88761720,,Rick Riordan,"
Young Readers' Choice Award (2008), Books I Loved Best Yearly (BILBY) Awards for Older Readers (2011), Rebecca Caudill Young Reader's Book Award (2009), Askews Torchlight Award, South Carolina Book Award for Junior Book Award (2008)
...more
Grand Canyon Reader Award for Tween Book (2008), Nene Award (2008), Massachusetts Children's Book Award (2008), Pennsylvania Young Readers' Choice Award for Grades 6-8 (2008), Sunshine State Young Readers Award for Grades 6-8 (2007), Pacific Northwest Library Association Young Reader's Choice Award for Intermediate (2008), Iowa Teen Award (2009), Abraham Lincoln Award Nominee (2009), Oklahoma Sequoyah Award for YA (2008)
...less ",The Lightning Thief (Percy Jackson and the Olympians #1),"[Percy Jackson, Annabeth Chase, Grover Underwood, Luke Castellan, Zeus, Dionysus, Ares, Poseidon, Chiron]","[Young Adult, Fiction, Adventure, Childrens, Middle Grade]",1268970,174,"[613660, 393488, 200959, 44348, 16515]",4.22,13.0
14,http://www.imdb.com/title/tt0327679/,Ella Enchanted,35000000,22913677,6169030.0,Gail Carson Levine,"
Newbery Honor (1998), Mythopoeic Fantasy Award Nominee for Children's Literature (1999), Rebecca Caudill Young Reader's Book Award (2000), Grand Canyon Reader Award for Teen Book (1999), Dorothy Canfield Fisher Children's Book Award (1999)
...more
Iowa Teen Award (2000)
...less ",Ella Enchanted,"[Ella Varner, Lucinda, Mandy, Prince Charmont, Areida, Hattie, Olive Abroholos Elephanta]","[Fantasy, Young Adult, Fiction, Romance, Fantasy, Fairy Tales, Childrens]",328544,55,"[120925, 105157, 76814, 19310, 6338]",3.96,5.0
15,http://www.imdb.com/title/tt1259571/,New Moon,50000000,296623634,142839137.0,Stephenie Meyer,"
Books I Loved Best Yearly (BILBY) Awards for Older Readers (2010), South Carolina Book Award for Young Adult Book Award (2009), The Flume: New Hampshire Teen Reader's Choice Award (2008), Soaring Eagle Book Award (2007), Pacific Northwest Library Association Young Reader's Choice Award for Senior (2009)
",New Moon (Twilight #2),"[Edward Cullen, Jacob Black, Bella Swan, Billy Black, Esme Cullen, Alice Cullen, Jasper Hale, Carlisle Cullen, Emmett Cullen, Rosalie Hale, Charlie Swan, Mike Newton]","[Young Adult, Fantasy, Romance, Paranormal, Vampires, Fiction]",1144891,183,"[334591, 278020, 280598, 153407, 98275]",3.52,5.0
16,http://www.imdb.com/title/tt1374989/,Pride and Prejudice,28000000,10907291,5324240.0,Jane Austen,,Pride and Prejudice,"[Mr. Bennet, Mrs. Bennet, Jane Bennet, Elizabeth Bennet, Mary Bennet, Kitty Bennet, Lydia Bennet, Louisa Hurst, Caroline Bingley, Fitzwilliam Darcy, Georgiana Darcy, Lady Catherine de Bourgh, Anne de Bourgh, Colonel Fitzwilliam, Mr. Gardiner, Mrs. Gardiner, Sir William Lucas, Lady Lucas, Charlotte Lucas, Maria Lucas, Mr. Darcy, Charles Bingley, George Wickham, Mr. William Collins]","[Romance, Classics, Literature, Historical, Novels, Romance, Historical Romance, Classics, Classic Literature, Adult, Literature, 19th Century, European Literature, British Literature]",2001907,2873,"[1049923, 558998, 262986, 80229, 49771]",4.24,0.0
17,http://www.imdb.com/title/tt1374989/,Pride and Prejudice and Zombies,28000000,10907291,5324240.0,Seth Grahame-Smith,"
The Kitschies Nominee for Red Tentacle (Novel) (2009), Goodreads Choice Award Nominee for Favorite Book & Fantasy (2009)
",Pride and Prejudice and Zombies (Pride and Prejudice and Zombies #1),"[Mr. Bennet, Mrs. Bennet, Jane Bennet, Elizabeth Bennet, Mary Bennet, Kitty Bennet, Lydia Bennet, Fitzwilliam Darcy, Georgiana Darcy, Lady Catherine de Bourgh, Colonel Fitzwilliam, Victoria Kitchen, Charles Bingley, George Wickham, Mr. William Collins, Zombies]","[Horror, Horror, Zombies, Fantasy, Humor, Classics, Romance, Historical Fiction]",103789,88,"[17920, 28249, 31808, 16299, 9513]",3.28,2.0
18,http://www.imdb.com/title/tt0056592/,To Kill a Mockingbird,2000000,13129846,,Harper Lee,"
Pulitzer Prize for Fiction (1961), Audie Award for Classic (2007), National Book Award Finalist for Fiction (1961), Alabama Author Award - Fiction (1961)
",To Kill a Mockingbird (To Kill a Mockingbird),"[Scout Finch, Atticus Finch, Jem Finch, Arthur Radley, Mayella Ewell, Aunt Alexandra, Bob Ewell]","[Classics, Fiction, Historical Fiction, Academic, School]",3073740,437,"[1565321, 923981, 417528, 110486, 56424]",4.25,4.0
19,http://www.imdb.com/title/tt0413895/,Charlotte's Web,,82506325,11457353.0,E.B. White,"
Newbery Honor (1953), AudioFile Earphones Award (0), George C. Stone Center for Children's Books Recognition of Merit Award (1970), Massachusetts Children's Book Award (1984), Laura Ingalls Wilder Award (1970)
",Charlotte's Web,"[Fern, Avery, Charlotte French, Wilbur, Templeton, פרם, וילבור, שרלוטה]","[Classics, Childrens, Fiction]",985961,167,"[435684, 318658, 177836, 37854, 15929]",4.14,5.0
20,http://www.imdb.com/title/tt0311289/,Holes,20000000,67406573,16300155.0,Louis Sachar,"
Newbery Medal (1999), National Book Award for Young People's Literature (1998), West Australian Young Readers' Book Award (WAYRBA) for Older Readers (2001), Rebecca Caudill Young Reader's Book Award (2002), Grand Canyon Reader Award for Teen Book (2001)
...more
Nene Award (2001), Massachusetts Children's Book Award (2001), Flicker Tale Children's Book Award (2000), Pennsylvania Young Readers' Choice Award for Grades 6-8 (2000), Dorothy Canfield Fisher Children's Book Award (2000), Evergreen Teen Book Award (2001), Sunshine State Young Readers Award for Grades 3-5 and Grades 6-8 (2002), Pacific Northwest Library Association Young Reader's Choice Award for Junior (2001), Zilveren Zoen (2000), Deutscher Jugendliteraturpreis Nominee for Jugendbuch (2001), Boston Globe-Horn Book Award for Fiction (1999), New Mexico Land of Enchantment Award for Young Adult (2001), NECBA Fall List Title, Oklahoma Sequoyah Award for Children and YA (2001)
...less ",Holes (Holes #1),[Stanley Yelnats],"[Young Adult, Fiction, Childrens, Realistic Fiction]",706213,122,"[235879, 249295, 165734, 41098, 14207]",3.92,18.0
21,http://www.imdb.com/title/tt1392170/,The Hunger Games,78000000,408010692,152535747.0,Suzanne Collins,"
Georgia Peach Book Award (2009), Buxtehuder Bulle (2009), Golden Duck Award for Hal Clement Award for Young Adult (2009), Books I Loved Best Yearly (BILBY) Awards for Older Readers (2012), West Australian Young Readers' Book Award (WAYRBA) for Older Readers (2010)
...more
Rebecca Caudill Young Reader's Book Award (2011), Red House Children's Book Award for Older Readers & Overall (2010), South Carolina Book Award for Junior and Young Adult Book (2011), Charlotte Award (2010), Colorado Blue Spruce Young Adult Book Award (2010), Teen Buckeye Book Award (2009), Pennsylvania Young Readers' Choice Award for Young Adults (2010), Rhode Island Teen Book Award (2010), Dorothy Canfield Fisher Children's Book Award (2010), Evergreen Teen Book Award (2011), Milwaukee County Teen Book Award Nominee (2010), Sakura Medal for Middle School Book (2010), Michigan Library Association Thumbs Up! Award (2009), Florida Teens Read (2009), Deutscher Jugendliteraturpreis for Preis der Jugendjury (2010), Iowa High School Book Award (2011), Boston Globe-Horn Book Award (2008), New Mexico Land of Enchantment Award for Young Adult (2011), Eliot Rosewater Indiana High School Book Award (2010), The Inky Awards for Silver Inky (2009), Abraham Lincoln Award (2011), Kinderboekwinkelprijs (2010), Missouri Truman Readers Award (2011), Cybils Award for Young Adult Fantasy & Science Fiction (2008), Literaturpreis der Jury der jungen Leser for Jugendbuch (2010), The Inky Awards Shortlist for Silver Inky (2009), Missouri Gateway Readers Award (2011), Oklahoma Sequoyah Award for High School and Intermediate (2011), Premio El Templo de las Mil Puertas for Mejor novela extranjera perteneciente a saga (2009)
...less ",The Hunger Games (The Hunger Games #1),"[Katniss Everdeen, Peeta Mellark, Cato, Primrose Everdeen, Gale Hawthorne, Effie Trinket, Haymitch Abernathy, Cinna, President Coriolanus Snow, Rue, Venia, Flavius, Lavinia, Marvel, Glimmer, Clove, Foxface, Thresh, Greasy Sae, Madge Undersee, Portia, Caesar Flickerman, Claudius Templesmith, Octavia (Hunger Games)]","[Young Adult, Fiction, Science Fiction, Dystopia, Fantasy, Science Fiction, Romance, Adventure, Young Adult, Teen, Apocalyptic, Post Apocalyptic, Action]",4499413,253,"[2488836, 1340495, 498988, 113515, 57579]",4.35,33.0
22,http://www.imdb.com/title/tt0808151/,Angels & Demons,150000000,133375846,46204168.0,Dan Brown,"
Humo's Gouden Bladwijzer (2005)
",Angels & Demons (Robert Langdon #1),"[Vittoria Vetra, Robert Langdon, Maxmillan Kohler, Leonardo Vetra, Gunther Glick]","[Fiction, Mystery, Thriller, Suspense]",1889971,292,"[606913, 652302, 423770, 136028, 70958]",3.84,1.0
23,http://www.imdb.com/title/tt0060345/,How the Grinch Stole Christmas!,,,,Dr. Seuss,,How the Grinch Stole Christmas!,"[Max, Cindy Lou Who, Grinch]","[Childrens, Classics, Fiction]",238592,59,"[138083, 59752, 30954, 6728, 3075]",4.35,0.0
24,http://www.imdb.com/title/tt0110148/,Interview with the Vampire,60000000,105264608,36389705.0,Anne Rice,"
British Fantasy Society Nominee (1977)
",Interview with the Vampire (The Vampire Chronicles #1),"[Louis de Pointe du Lac, Lestat de Lioncourt, Claudia, Daniel Molloy]","[Fantasy, Horror, Paranormal, Vampires, Fiction, Fantasy, Paranormal]",378341,181,"[135178, 132236, 81867, 21732, 7328]",3.97,1.0
25,http://www.imdb.com/title/tt1325004/,Eclipse,68000000,300531751,83637242.0,Stephenie Meyer,"
Colorado Blue Spruce Young Adult Book Award (2009), Teen Buckeye Book Award (2008)
",Eclipse (Twilight #3),"[Edward Cullen, Jacob Black, Bella Swan, Billy Black, Esme Cullen, Alice Cullen, Jasper Hale, Carlisle Cullen, Emmett Cullen, Rosalie Hale, Charlie Swan]","[Young Adult, Fantasy, Romance, Paranormal, Vampires, Fiction]",1124439,178,"[382343, 296128, 248374, 118270, 79324]",3.7,2.0
26,http://www.imdb.com/title/tt0245844/,The Count of Monte Cristo,35000000,54234062,11376150.0,Alexandre Dumas,,The Count of Monte Cristo,"[Edmond Dantès, Abbé Faria, Giovanni Bertuccio, Luigi Vampa, Haydée, Mercédès Mondego, Fernand Mondego, Albert de Morcerf, Baron Danglars, Gérard de Villefort, Valentine de Villefort, Noirtier de Villefort, Héloïse de Villefort, Pierre Morrel, Maximilien Morrel, Beauchamp, Franz d'Épinay, Lucien Debray, Eugénie Danglars, Hermine Danglars, Benedetto, Kadrus (tailor,neighboring)]","[Classics, Fiction, Historical Fiction, Adventure, Literature]",561315,1184,"[271771, 171997, 85895, 21670, 9982]",4.2,0.0
27,http://www.imdb.com/title/tt0120737/,The Fellowship of the Ring,93000000,315544750,47211490.0,J.R.R. Tolkien,"
Publieksprijs voor het Nederlandse Boek Nominee (2002)
",The Fellowship of the Ring (The Lord of the Rings #1),"[Frodo Baggins, Meriadoc Brandybuck, Peregrin Took, Gandalf, Aragorn, Gimli, Boromir, Bilbo Baggins, Tom Bombadil, Rúmil, Saruman, Elrond Half-elven, Arwen Undómiel, Galadriel, Gollum, Goldberry, Legolas, Sam Gamgee]","[Fantasy, Classics, Fiction, Adventure, Science Fiction Fantasy]",1665504,539,"[937949, 452662, 187814, 52021, 35058]",4.32,1.0
